datetime,portfolio_value,cash,return
2023-07-03 09:30:00-04:00,100000.0,100000.0,
2023-07-04 09:30:00-04:00,100000.0,100000.0,0.0
2023-07-05 09:30:00-04:00,100000.0,100000.0,0.0
2023-07-06 09:30:00-04:00,100000.0,100000.0,0.0
2023-07-07 09:30:00-04:00,100000.0,100000.0,0.0
2023-07-08 09:30:00-04:00,100000.0,100000.0,0.0
2023-07-10 09:30:00-04:00,100000.0,100000.0,0.0
2023-07-11 09:30:00-04:00,100000.0,100000.0,0.0
2023-07-12 09:30:00-04:00,100000.0,100000.0,0.0
2023-07-13 09:30:00-04:00,100000.0,100000.0,0.0
2023-07-14 09:30:00-04:00,100000.0,100000.0,0.0
2023-07-15 09:30:00-04:00,100000.0,100000.0,0.0
2023-07-17 09:30:00-04:00,100000.0,100000.0,0.0
2023-07-18 09:30:00-04:00,100000.0,100000.0,0.0
2023-07-19 09:30:00-04:00,100000.0,100000.0,0.0
2023-07-20 09:30:00-04:00,100000.0,100000.0,0.0
2023-07-21 09:30:00-04:00,100000.0,100000.0,0.0
2023-07-22 09:30:00-04:00,100000.0,100000.0,0.0
2023-07-24 09:30:00-04:00,100000.0,100000.0,0.0
2023-07-25 09:30:00-04:00,100000.0,100000.0,0.0
2023-07-26 09:30:00-04:00,100000.0,100000.0,0.0
2023-07-27 09:30:00-04:00,100000.0,100000.0,0.0
2023-07-28 09:30:00-04:00,100000.0,100000.0,0.0
2023-07-29 09:30:00-04:00,100000.0,100000.0,0.0
2023-07-31 09:30:00-04:00,100000.0,100000.0,0.0
2023-08-01 09:30:00-04:00,100000.0,100000.0,0.0
2023-08-02 09:30:00-04:00,100332.1987915039,150189.6987915039,0.0033219879150390152
2023-08-03 09:30:00-04:00,100332.1987915039,100332.1987915039,0.0
2023-08-04 09:30:00-04:00,100332.1987915039,100332.1987915039,0.0
2023-08-05 09:30:00-04:00,100332.1987915039,100332.1987915039,0.0
2023-08-07 09:30:00-04:00,100332.1987915039,100332.1987915039,0.0
2023-08-08 09:30:00-04:00,100332.1987915039,100332.1987915039,0.0
2023-08-09 09:30:00-04:00,100332.1987915039,100332.1987915039,0.0
2023-08-10 09:30:00-04:00,100332.1987915039,100332.1987915039,0.0
2023-08-11 09:30:00-04:00,100332.1987915039,100332.1987915039,0.0
2023-08-12 09:30:00-04:00,100332.1987915039,150500.80892944336,0.0
2023-08-14 09:30:00-04:00,100332.1987915039,100332.1987915039,0.0
2023-08-15 09:30:00-04:00,100332.1987915039,100332.1987915039,0.0
2023-08-16 09:30:00-04:00,100332.1987915039,100332.1987915039,0.0
2023-08-17 09:30:00-04:00,100332.1987915039,100332.1987915039,0.0
2023-08-18 09:30:00-04:00,100332.1987915039,100332.1987915039,0.0
2023-08-19 09:30:00-04:00,100332.1987915039,100332.1987915039,0.0
2023-08-21 09:30:00-04:00,100332.1987915039,100332.1987915039,0.0
2023-08-22 09:30:00-04:00,99914.74822998047,150650.4473876953,-0.004160683873687732
2023-08-23 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-08-24 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-08-25 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-08-26 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-08-28 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-08-29 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-08-30 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-08-31 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-09-01 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-09-02 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-09-05 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-09-06 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-09-07 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-09-08 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-09-09 09:30:00-04:00,99914.74822998047,149743.54754638672,0.0
2023-09-11 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-09-12 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-09-13 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-09-14 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-09-15 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-09-16 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-09-18 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-09-19 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-09-20 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-09-21 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-09-22 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-09-23 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-09-25 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-09-26 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-09-27 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-09-28 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-09-29 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-09-30 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-10-02 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-10-03 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-10-04 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-10-05 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-10-06 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-10-07 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-10-09 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-10-10 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-10-11 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-10-12 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-10-13 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-10-14 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-10-16 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-10-17 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-10-18 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-10-19 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-10-20 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-10-21 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-10-23 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-10-24 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-10-25 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
2023-10-26 09:30:00-04:00,99914.74822998047,99914.74822998047,0.0
